user_id,month,subscription_type,region,usage_time,transactions,churn_flag
u_23,2023-05-01,annual,US,14.466998639933806,1,0
u_23,2023-06-01,annual,US,9.894365140279715,2,0
u_23,2023-07-01,annual,US,5.545616054240247,1,0
u_23,2023-08-01,annual,US,10.94303425751079,3,0
u_23,2023-09-01,annual,US,2.694008803280341,1,0
u_23,2023-10-01,annual,US,3.508908497189661,0,0
u_23,2023-11-01,annual,US,5.488752458424393,2,0
u_23,2023-12-01,annual,US,8.185623282457893,1,0
u_23,2024-01-01,annual,US,6.538402959679805,1,0
u_23,2024-02-01,annual,US,5.6766207074418835,3,0
u_23,2024-03-01,annual,US,6.233376509989663,2,0
u_23,2024-04-01,annual,US,11.966487928526897,2,0
u_23,2024-05-01,annual,US,0.8161966096350641,0,1
u_24,2024-05-01,monthly,US,4.202525073873406,2,1
u_25,2024-02-01,trial,US,6.26060480082007,2,1
u_26,2023-09-01,annual,LATAM,12.850146175760027,3,0
u_26,2023-10-01,annual,LATAM,1.5578987619006455,1,1
u_27,2024-02-01,annual,US,20.27761023079438,0,0
u_27,2024-03-01,annual,US,12.864883075955587,1,0
u_27,2024-04-01,annual,US,29.673237770943757,1,0
u_27,2024-05-01,annual,US,12.154448195967156,3,0
u_27,2024-06-01,annual,US,12.25600326311049,4,0
u_28,2023-01-01,annual,EU,7.344660606431209,3,0
u_28,2023-02-01,annual,EU,6.273769178215817,5,0
u_28,2023-03-01,annual,EU,13.60547159030762,3,0
u_28,2023-04-01,annual,EU,7.2704402978830105,1,0
u_28,2023-05-01,annual,EU,1.3641061498284754,2,1
u_29,2024-06-01,annual,US,3.2360094144547817,0,0
u_30,2023-08-01,trial,US,13.90245542878548,1,0
u_30,2023-09-01,trial,US,2.3904477510826974,1,0
u_30,2023-10-01,trial,US,4.725912440316275,0,1
u_31,2024-05-01,monthly,US,7.220542644571884,0,0
u_31,2024-06-01,monthly,US,5.178946115782301,0,1
u_32,2023-09-01,trial,LATAM,6.314750932337702,1,0
u_32,2023-10-01,trial,LATAM,8.388654826026313,0,0
u_32,2023-11-01,trial,LATAM,4.02188304498836,1,0
u_32,2023-12-01,trial,LATAM,20.93176157676819,3,0
u_32,2024-01-01,trial,LATAM,3.3745704295884336,2,0
u_32,2024-02-01,trial,LATAM,1.503376247035266,0,1
u_33,2023-08-01,monthly,EU,14.624952181322609,2,0
u_33,2023-09-01,monthly,EU,15.83486139597697,1,0
u_33,2023-10-01,monthly,EU,8.555674913183013,0,1
u_34,2023-07-01,annual,US,5.634850559919709,2,0
u_34,2023-08-01,annual,US,4.488859574807335,0,1
u_35,2023-02-01,annual,US,3.3336149388122744,5,0
u_35,2023-03-01,annual,US,9.498248641358494,3,0
u_35,2023-04-01,annual,US,8.331856027040168,3,0
u_35,2023-05-01,annual,US,15.964851669594465,3,0
u_35,2023-06-01,annual,US,5.2085666584071255,2,0
u_35,2023-07-01,annual,US,10.583637375931767,1,0
u_35,2023-08-01,annual,US,2.453886523537494,1,1
u_36,2024-06-01,annual,US,7.33859711409229,1,0
u_37,2023-01-01,trial,US,18.407348184661327,2,0
u_37,2023-02-01,trial,US,9.103152410337715,3,0
u_37,2023-03-01,trial,US,3.0809796027977527,1,1
u_38,2023-09-01,monthly,US,3.111738782882306,2,0
u_38,2023-10-01,monthly,US,12.955114101659417,2,0
u_38,2023-11-01,monthly,US,14.120019527518188,4,0
u_38,2023-12-01,monthly,US,4.942699768571811,2,0
u_38,2024-01-01,monthly,US,2.4264780720277725,1,0
u_38,2024-02-01,monthly,US,12.804209500027445,2,0
u_38,2024-03-01,monthly,US,11.230898498567587,3,0
u_38,2024-04-01,monthly,US,10.978807193522474,3,0
u_38,2024-05-01,monthly,US,0.2528794495398362,2,1
u_39,2024-03-01,monthly,US,12.900741418909409,3,0
u_39,2024-04-01,monthly,US,2.7485038388500094,4,0
u_39,2024-05-01,monthly,US,10.331083134436767,3,0
u_39,2024-06-01,monthly,US,7.8273948453149105,3,0
u_40,2023-03-01,monthly,EU,19.039850078877333,2,0
u_40,2023-04-01,monthly,EU,8.844342766200477,3,0
u_40,2023-05-01,monthly,EU,6.58299737340058,1,0
u_40,2023-06-01,monthly,EU,2.497373189622482,3,0
u_40,2023-07-01,monthly,EU,7.905622194468387,6,0
u_40,2023-08-01,monthly,EU,5.933179475057359,1,1
u_41,2023-03-01,annual,EU,5.001694557396519,2,0
u_41,2023-04-01,annual,EU,8.75913188520845,3,0
u_41,2023-05-01,annual,EU,15.182227479991091,2,0
u_41,2023-06-01,annual,EU,22.683445114703673,4,0
u_41,2023-07-01,annual,EU,9.301787466100777,0,0
u_41,2023-08-01,annual,EU,3.092422001800281,1,0
u_41,2023-09-01,annual,EU,7.677333307224748,1,0
u_41,2023-10-01,annual,EU,7.650023784361792,3,0
u_41,2023-11-01,annual,EU,6.268911840116688,3,0
u_41,2023-12-01,annual,EU,9.121713948001124,2,0
u_41,2024-01-01,annual,EU,14.226000549323231,2,0
u_41,2024-02-01,annual,EU,2.9109509503187696,4,0
u_41,2024-03-01,annual,EU,4.370771860552181,1,0
u_41,2024-04-01,annual,EU,7.369921350358543,1,0
u_41,2024-05-01,annual,EU,2.185629193810927,0,1
u_42,2024-05-01,monthly,EU,6.8002055097897935,2,0
u_42,2024-06-01,monthly,EU,17.84339885435615,2,0
u_43,2023-07-01,trial,US,9.481997190457726,4,0
u_43,2023-08-01,trial,US,13.803136907024673,3,0
u_43,2023-09-01,trial,US,1.5704419450074902,1,0
u_43,2023-10-01,trial,US,13.170974487685932,2,0
u_43,2023-11-01,trial,US,9.37682000564168,4,0
u_43,2023-12-01,trial,US,1.90497797191959,0,1
u_44,2023-01-01,monthly,US,7.030897117917732,5,0
u_44,2023-02-01,monthly,US,10.31680921790052,1,0
u_44,2023-03-01,monthly,US,10.269831361118122,2,0
u_44,2023-04-01,monthly,US,6.268968180459034,2,0
u_44,2023-05-01,monthly,US,3.3191609281765815,2,0
u_44,2023-06-01,monthly,US,18.529929152435514,0,0
u_44,2023-07-01,monthly,US,13.817241304123858,2,0
u_44,2023-08-01,monthly,US,3.9353655916314754,0,1
u_45,2023-09-01,monthly,US,3.8892744420095093,0,0
u_45,2023-10-01,monthly,US,5.161555737010982,2,0
u_45,2023-11-01,monthly,US,1.9819027965295253,1,0
u_45,2023-12-01,monthly,US,4.8924545167339755,0,0
u_45,2024-01-01,monthly,US,6.612498524372113,2,0
u_45,2024-02-01,monthly,US,9.571784079306674,3,0
u_45,2024-03-01,monthly,US,5.078746993145806,1,1
u_46,2023-01-01,monthly,LATAM,12.336708727180277,2,0
u_46,2023-02-01,monthly,LATAM,17.394795872369137,2,0
u_46,2023-03-01,monthly,LATAM,6.992206005879131,1,0
u_46,2023-04-01,monthly,LATAM,1.971436328676776,0,1
u_47,2023-08-01,trial,LATAM,5.28898679625599,2,1
u_48,2023-05-01,annual,EU,14.718114227067668,2,0
u_48,2023-06-01,annual,EU,21.500191435352505,1,0
u_48,2023-07-01,annual,EU,7.611391892543434,4,0
u_48,2023-08-01,annual,EU,8.282754510267711,4,0
u_48,2023-09-01,annual,EU,3.667358805166507,3,0
u_48,2023-10-01,annual,EU,5.89751811249496,1,0
u_48,2023-11-01,annual,EU,9.09603862650721,2,0
u_48,2023-12-01,annual,EU,22.703047114820237,1,0
u_48,2024-01-01,annual,EU,12.648444036415494,1,0
u_48,2024-02-01,annual,EU,11.506499792450757,2,0
u_48,2024-03-01,annual,EU,15.934340469981258,3,0
u_48,2024-04-01,annual,EU,5.421878974743239,3,0
u_48,2024-05-01,annual,EU,8.30948883166593,3,0
u_48,2024-06-01,annual,EU,18.685375348817274,1,0
u_49,2024-04-01,monthly,EU,5.467402794097078,2,1
u_50,2023-03-01,monthly,US,11.19026975505202,2,0
u_50,2023-04-01,monthly,US,4.15619607273587,1,0
u_50,2023-05-01,monthly,US,2.634952209214133,4,0
u_50,2023-06-01,monthly,US,4.289631885880507,2,0
u_50,2023-07-01,monthly,US,13.237350972196861,1,0
u_50,2023-08-01,monthly,US,4.546850951635868,0,1
u_51,2023-10-01,monthly,LATAM,11.747382025757569,3,0
u_51,2023-11-01,monthly,LATAM,10.605368309178377,5,0
u_51,2023-12-01,monthly,LATAM,9.621576206789918,3,0
u_51,2024-01-01,monthly,LATAM,6.24097203685347,1,0
u_51,2024-02-01,monthly,LATAM,3.8362975396486165,0,1
u_52,2024-02-01,monthly,EU,7.293168559686651,4,0
u_52,2024-03-01,monthly,EU,18.69336788808884,3,0
u_52,2024-04-01,monthly,EU,11.369574121208544,3,0
u_52,2024-05-01,monthly,EU,17.846218789533587,1,0
u_52,2024-06-01,monthly,EU,5.897468677254876,2,0
u_53,2024-05-01,monthly,US,0.7889019187846453,1,0
u_53,2024-06-01,monthly,US,5.814586656340902,2,1
u_54,2024-01-01,monthly,LATAM,5.473072704767004,3,0
u_54,2024-02-01,monthly,LATAM,19.33695751549928,1,0
u_54,2024-03-01,monthly,LATAM,11.240358645708644,2,0
u_54,2024-04-01,monthly,LATAM,2.7999858033796974,1,0
u_54,2024-05-01,monthly,LATAM,5.798490654509856,1,1
u_55,2024-03-01,trial,EU,6.534820724332555,2,0
u_55,2024-04-01,trial,EU,7.475196017404893,3,0
u_55,2024-05-01,trial,EU,2.1545545892465356,1,0
u_55,2024-06-01,trial,EU,3.925116788638794,3,0
u_56,2023-04-01,annual,EU,2.584309374284923,3,0
u_56,2023-05-01,annual,EU,7.347278387582612,6,0
u_56,2023-06-01,annual,EU,7.2221189594750745,5,0
u_56,2023-07-01,annual,EU,7.916964513152231,2,0
u_56,2023-08-01,annual,EU,13.45270199169578,2,0
u_56,2023-09-01,annual,EU,10.008353212430897,4,0
u_56,2023-10-01,annual,EU,19.07127981104774,3,0
u_56,2023-11-01,annual,EU,12.245787595849686,3,0
u_56,2023-12-01,annual,EU,7.563781107132664,3,0
u_56,2024-01-01,annual,EU,4.714494697203174,4,0
u_56,2024-02-01,annual,EU,13.972221445448119,0,0
u_56,2024-03-01,annual,EU,12.133894039364435,3,0
u_56,2024-04-01,annual,EU,12.623228234756912,0,0
u_56,2024-05-01,annual,EU,2.3844730417275173,0,0
u_56,2024-06-01,annual,EU,7.913431994035362,2,0
u_57,2023-08-01,monthly,US,5.504192154110444,3,0
u_57,2023-09-01,monthly,US,8.307929659456017,5,0
u_57,2023-10-01,monthly,US,5.626596406294068,1,0
u_57,2023-11-01,monthly,US,13.051116273291221,2,0
u_57,2023-12-01,monthly,US,12.149500088291589,6,0
u_57,2024-01-01,monthly,US,18.741544693020636,0,0
u_57,2024-02-01,monthly,US,8.782424921212467,3,0
u_57,2024-03-01,monthly,US,1.5802797696090685,2,0
u_57,2024-04-01,monthly,US,15.36915604336694,3,0
u_57,2024-05-01,monthly,US,9.955572654714786,2,0
u_57,2024-06-01,monthly,US,5.42284927742756,2,0
u_58,2024-03-01,trial,LATAM,3.7516419552512232,2,0
u_58,2024-04-01,trial,LATAM,4.892718240532886,3,0
u_58,2024-05-01,trial,LATAM,1.6119717757380294,3,0
u_58,2024-06-01,trial,LATAM,12.879809841018002,4,0
u_59,2023-12-01,trial,US,6.931777919097288,3,0
u_59,2024-01-01,trial,US,2.3017425681574455,2,1
u_60,2024-02-01,monthly,US,4.77781670814189,2,0
u_60,2024-03-01,monthly,US,8.481497761356913,0,0
u_60,2024-04-01,monthly,US,11.110919051337014,2,0
u_60,2024-05-01,monthly,US,8.351853189818689,1,0
u_60,2024-06-01,monthly,US,6.427150712755276,0,0
u_61,2024-04-01,monthly,US,13.63011129113508,4,0
u_61,2024-05-01,monthly,US,6.725287080640032,2,0
u_61,2024-06-01,monthly,US,6.964643797288683,3,1
u_62,2023-02-01,monthly,EU,5.455546475202986,3,0
u_62,2023-03-01,monthly,EU,3.561210232643392,4,0
u_62,2023-04-01,monthly,EU,8.27004973800024,2,0
u_62,2023-05-01,monthly,EU,7.268909083379307,4,0
u_62,2023-06-01,monthly,EU,3.971371129486262,1,0
u_62,2023-07-01,monthly,EU,1.662517502396556,1,1
u_63,2023-12-01,annual,EU,8.61565728003068,1,0
u_63,2024-01-01,annual,EU,4.00658359343163,1,0
u_63,2024-02-01,annual,EU,3.013102486002259,1,0
u_63,2024-03-01,annual,EU,11.78464749555531,2,0
u_63,2024-04-01,annual,EU,6.5092279727635,1,0
u_63,2024-05-01,annual,EU,8.21459427096854,5,0
u_63,2024-06-01,annual,EU,3.465627882297878,2,0
u_64,2024-06-01,monthly,US,5.155974971440381,2,0
u_65,2023-06-01,trial,LATAM,7.609216042847087,2,1
u_66,2023-08-01,monthly,US,8.119074818997936,0,0
u_66,2023-09-01,monthly,US,7.919945815345132,2,0
u_66,2023-10-01,monthly,US,7.997544650068542,3,0
u_66,2023-11-01,monthly,US,13.11417714325519,1,0
u_66,2023-12-01,monthly,US,5.951988273616484,0,0
u_66,2024-01-01,monthly,US,4.974898729901382,3,0
u_66,2024-02-01,monthly,US,9.541283535792532,2,0
u_66,2024-03-01,monthly,US,1.5455877229807058,3,0
u_66,2024-04-01,monthly,US,2.495216981735077,3,0
u_66,2024-05-01,monthly,US,0.36162206146249903,2,1
u_67,2023-09-01,trial,LATAM,16.10453705449503,3,0
u_67,2023-10-01,trial,LATAM,0.7059946177599268,0,1
u_68,2023-06-01,trial,US,18.607425834876558,1,0
u_68,2023-07-01,trial,US,3.3710978896471806,0,0
u_68,2023-08-01,trial,US,2.948882535981937,0,1
u_69,2023-10-01,monthly,LATAM,7.395107310215012,3,1
u_70,2023-07-01,trial,US,2.9792138706153253,2,0
u_70,2023-08-01,trial,US,13.93404130265083,2,0
u_70,2023-09-01,trial,US,6.549864349848113,0,1
u_71,2023-11-01,monthly,US,7.9474726355073075,1,0
u_71,2023-12-01,monthly,US,10.948322354006118,1,0
u_71,2024-01-01,monthly,US,8.293523427198835,2,0
u_71,2024-02-01,monthly,US,8.62187590384178,0,0
u_71,2024-03-01,monthly,US,20.45585536512383,2,0
u_71,2024-04-01,monthly,US,12.44579816004977,2,0
u_71,2024-05-01,monthly,US,14.715829220655348,0,0
u_71,2024-06-01,monthly,US,4.062177610111084,2,0
u_72,2024-03-01,monthly,US,1.864551167646493,1,1
u_73,2023-03-01,trial,EU,11.319671841771402,2,0
u_73,2023-04-01,trial,EU,4.498338599742201,1,0
u_73,2023-05-01,trial,EU,0.9893959771918522,1,1
u_74,2023-05-01,annual,US,5.830186000570618,2,0
u_74,2023-06-01,annual,US,0.5786665327239574,1,0
u_74,2023-07-01,annual,US,2.817214390756885,2,0
u_74,2023-08-01,annual,US,14.481381125947474,1,0
u_74,2023-09-01,annual,US,10.470839082422872,1,0
u_74,2023-10-01,annual,US,13.373490991936846,4,0
u_74,2023-11-01,annual,US,10.953244612691288,2,0
u_74,2023-12-01,annual,US,6.343270980465814,4,0
u_74,2024-01-01,annual,US,9.852933139408552,1,0
u_74,2024-02-01,annual,US,14.3305726737086,1,0
u_74,2024-03-01,annual,US,18.06832310700468,2,0
u_74,2024-04-01,annual,US,5.447341620260314,3,0
u_74,2024-05-01,annual,US,5.060563227129168,5,0
u_74,2024-06-01,annual,US,8.654376579445838,1,0
u_75,2023-09-01,monthly,US,2.9072179271656946,2,0
u_75,2023-10-01,monthly,US,1.1375972489497297,2,0
u_75,2023-11-01,monthly,US,3.9532581430132008,2,1
u_76,2023-01-01,monthly,US,10.151804772418831,3,0
u_76,2023-02-01,monthly,US,12.463866595555,3,0
u_76,2023-03-01,monthly,US,10.22662787289001,1,0
u_76,2023-04-01,monthly,US,4.462868201761344,1,0
u_76,2023-05-01,monthly,US,7.715471419033937,4,0
u_76,2023-06-01,monthly,US,11.736541368311558,5,0
u_76,2023-07-01,monthly,US,10.250599332112543,6,0
u_76,2023-08-01,monthly,US,3.0848187174558483,0,1
u_77,2023-10-01,trial,US,31.746579177751734,3,0
u_77,2023-11-01,trial,US,9.48087411753447,3,0
u_77,2023-12-01,trial,US,5.155391862373115,0,0
u_77,2024-01-01,trial,US,7.4908845563201645,2,0
u_77,2024-02-01,trial,US,8.450785855724233,1,0
u_77,2024-03-01,trial,US,6.027766069503009,3,0
u_77,2024-04-01,trial,US,9.867468732063205,0,0
u_77,2024-05-01,trial,US,3.9707224804747674,0,0
u_77,2024-06-01,trial,US,3.733737647122937,1,0
u_78,2023-09-01,trial,LATAM,6.494083763621184,3,0
u_78,2023-10-01,trial,LATAM,4.771205864352103,2,0
u_78,2023-11-01,trial,LATAM,10.783232207213638,2,0
u_78,2023-12-01,trial,LATAM,14.302564232394694,5,0
u_78,2024-01-01,trial,LATAM,1.9455073013682647,1,0
u_78,2024-02-01,trial,LATAM,9.924751038374726,0,0
u_78,2024-03-01,trial,LATAM,2.4356436738607417,0,1
u_79,2023-04-01,trial,US,7.776799552809759,0,0
u_79,2023-05-01,trial,US,0.5898276466785206,1,0
u_79,2023-06-01,trial,US,10.921154333511643,1,1
u_80,2023-09-01,monthly,EU,11.827032769362315,3,0
u_80,2023-10-01,monthly,EU,20.46842251674082,1,0
u_80,2023-11-01,monthly,EU,5.473979487337907,2,0
u_80,2023-12-01,monthly,EU,6.788702012964972,1,0
u_80,2024-01-01,monthly,EU,5.829267765078728,2,0
u_80,2024-02-01,monthly,EU,2.297576321633425,3,0
u_80,2024-03-01,monthly,EU,3.4931648212360704,2,0
u_80,2024-04-01,monthly,EU,8.103408091801507,1,0
u_80,2024-05-01,monthly,EU,6.66330206144928,3,1
u_81,2023-03-01,trial,EU,5.6441834885725495,2,0
u_81,2023-04-01,trial,EU,10.845260810861571,1,0
u_81,2023-05-01,trial,EU,2.989573832051702,1,1
u_82,2024-02-01,trial,LATAM,10.835308086312821,4,0
u_82,2024-03-01,trial,LATAM,2.035556305619447,1,0
u_82,2024-04-01,trial,LATAM,7.984191793474646,1,0
u_82,2024-05-01,trial,LATAM,15.481978594421115,3,0
u_82,2024-06-01,trial,LATAM,8.831412534412626,0,0
u_83,2023-11-01,trial,EU,2.5161467878305306,1,1
u_84,2024-02-01,monthly,US,1.9506474011336465,1,0
u_84,2024-03-01,monthly,US,2.3348227751670168,3,0
u_84,2024-04-01,monthly,US,6.535424549214289,1,1
u_85,2023-08-01,monthly,US,6.902563624389562,0,0
u_85,2023-09-01,monthly,US,12.744696372242139,0,0
u_85,2023-10-01,monthly,US,4.21463893056261,3,0
u_85,2023-11-01,monthly,US,11.597818559217316,3,0
u_85,2023-12-01,monthly,US,5.589858636489392,1,0
u_85,2024-01-01,monthly,US,6.205063704091204,0,1
u_86,2023-11-01,trial,US,11.715088489372782,0,1
u_87,2023-04-01,monthly,US,4.338502257189504,4,0
u_87,2023-05-01,monthly,US,5.2955449894044255,2,1
u_88,2023-06-01,trial,EU,10.231094399545215,2,1
u_89,2024-06-01,monthly,US,6.399118453515959,3,0
u_90,2023-03-01,trial,US,2.1915169171433044,0,1
u_91,2023-03-01,monthly,LATAM,25.47855514425101,2,0
u_91,2023-04-01,monthly,LATAM,6.639400981884792,2,1
u_92,2023-10-01,annual,EU,3.145485164756531,1,0
u_92,2023-11-01,annual,EU,7.8198393630932355,2,0
u_92,2023-12-01,annual,EU,4.171271822275665,2,0
u_92,2024-01-01,annual,EU,24.205804077656744,1,0
u_92,2024-02-01,annual,EU,14.681508143293852,2,0
u_92,2024-03-01,annual,EU,8.328496805126036,3,0
u_92,2024-04-01,annual,EU,10.323900083349173,1,0
u_92,2024-05-01,annual,EU,5.317063244251439,2,0
u_92,2024-06-01,annual,EU,6.540807581603691,2,0
u_93,2023-06-01,annual,LATAM,1.8210082534776646,1,0
u_93,2023-07-01,annual,LATAM,2.3690931633629284,1,0
u_93,2023-08-01,annual,LATAM,10.194010041598592,3,0
u_93,2023-09-01,annual,LATAM,8.105508688567499,2,0
u_93,2023-10-01,annual,LATAM,14.678664058040376,3,0
u_93,2023-11-01,annual,LATAM,16.09403368795178,1,0
u_93,2023-12-01,annual,LATAM,6.369103335579475,1,0
u_93,2024-01-01,annual,LATAM,15.165470424006836,4,0
u_93,2024-02-01,annual,LATAM,20.12437245650584,4,0
u_93,2024-03-01,annual,LATAM,7.422302244027116,1,0
u_93,2024-04-01,annual,LATAM,7.856564953920859,4,0
u_93,2024-05-01,annual,LATAM,15.131511365058664,2,0
u_93,2024-06-01,annual,LATAM,13.091332113909047,2,0
u_94,2023-04-01,trial,US,2.1791047648173834,1,1
u_95,2024-04-01,trial,US,6.13121163667304,0,0
u_95,2024-05-01,trial,US,12.843859783628137,0,1
u_96,2024-06-01,monthly,LATAM,3.8483453756932198,2,0
u_97,2024-04-01,monthly,US,7.7793492597625615,1,0
u_97,2024-05-01,monthly,US,2.325337227737956,0,0
u_97,2024-06-01,monthly,US,0.9627321804112926,2,0
u_98,2024-05-01,monthly,LATAM,8.522277655169807,4,0
u_98,2024-06-01,monthly,LATAM,6.483914334488741,3,0
u_99,2023-04-01,monthly,US,6.393231349405412,3,0
u_99,2023-05-01,monthly,US,5.7890573010362205,2,0
u_99,2023-06-01,monthly,US,3.201829563403619,1,1
u_100,2023-04-01,trial,EU,14.347947678215878,4,0
u_100,2023-05-01,trial,EU,4.614323380540638,1,0
u_100,2023-06-01,trial,EU,6.371870271126962,2,1
u_101,2023-01-01,monthly,US,0.5659793086122622,0,1
u_102,2024-02-01,monthly,EU,11.572206610603391,3,0
u_102,2024-03-01,monthly,EU,5.160921529553217,4,1
u_103,2023-04-01,trial,US,0.8557774668732206,1,1
u_104,2024-05-01,monthly,EU,4.2716591254911656,1,1
u_105,2024-06-01,monthly,EU,10.883864104349419,0,0
u_106,2023-03-01,monthly,US,6.82184173172033,1,0
u_106,2023-04-01,monthly,US,20.92156225262548,2,0
u_106,2023-05-01,monthly,US,7.835045860800564,1,0
u_106,2023-06-01,monthly,US,6.9332282865948205,1,0
u_106,2023-07-01,monthly,US,10.423322179306421,0,0
u_106,2023-08-01,monthly,US,2.7858555701528296,1,0
u_106,2023-09-01,monthly,US,6.5786973832952915,1,1
u_107,2023-10-01,monthly,US,8.780304996908683,0,0
u_107,2023-11-01,monthly,US,6.063138317635835,3,0
u_107,2023-12-01,monthly,US,2.590128852516029,3,0
